filename,foreheadHorizEdges,foreheadVertEdges,eyeSidesHorizEdges,eyeSidesVertEdges,chinHorizEdges,chinVertEdges,emotion
2110.jpg,0,0,10,0,4,21,confident
5523.jpg,0,0,12,0,4,23,anxious
4645.jpg,0,0,11,0,2,19,surprised
5913.jpg,0,0,6,0,2,22,confident
1733.jpg,0,0,7,0,3,32,anxious
3175.jpg,0,0,8,0,0,27,anxious
2563.jpg,0,0,14,0,23,31,anxious
3604.jpg,0,0,17,0,0,33,happy
4516.jpg,0,0,7,0,3,15,neutral
6519.jpg,0,0,0,0,0,10,neutral
4863.jpg,0,0,11,0,3,31,anxious
6872.jpg,0,0,10,0,0,3,confident
939.jpg,0,0,23,0,0,15,neutral
232.jpg,2,0,14,0,0,8,happy
1497.jpg,0,0,14,0,23,28,neutral
6838.jpg,0,0,0,0,0,10,neutral
2403.jpg,0,0,0,0,2,12,happy
3405.jpg,0,0,13,0,0,24,neutral
6207.jpg,0,0,10,0,1,26,neutral
5525.jpg,0,0,3,0,0,20,neutral
4550.jpg,0,0,8,0,10,28,neutral
99.jpg,0,0,5,0,3,28,happy
4182.jpg,0,0,13,0,0,24,happy
2128.jpg,0,0,16,0,0,30,happy
6374.jpg,0,0,7,0,0,23,happy
493.jpg,0,0,16,0,0,8,neutral
5847.jpg,0,0,4,0,0,17,happy
2526.jpg,0,0,19,0,0,14,happy
2289.jpg,0,0,12,0,0,32,confident
5299.jpg,0,0,4,0,0,13,happy
1920.jpg,0,0,11,0,0,19,happy
1348.jpg,0,0,13,0,6,23,confident
2364.jpg,0,0,5,0,7,31,happy
806.jpg,0,0,7,0,0,14,happy
6464.jpg,0,0,8,0,15,23,happy
5772.jpg,0,0,7,0,23,24,happy
6370.jpg,0,0,18,0,0,22,happy
4379.jpg,0,0,5,0,0,0,happy
2875.jpg,0,0,14,0,10,25,happy
2125.jpg,0,0,20,0,7,28,anxious
1919.jpg,0,0,11,0,24,31,neutral
231.jpg,0,0,9,0,2,31,happy
6129.jpg,0,0,8,0,0,33,sad
4065.jpg,0,0,9,0,6,22,happy
5989.jpg,0,0,11,0,2,21,surprised
5165.jpg,0,0,12,0,2,22,anxious
5542.jpg,0,0,7,0,0,19,neutral
45.jpg,0,0,12,0,0,20,happy
1068.jpg,0,0,8,0,0,24,angry
4446.jpg,0,0,0,0,0,13,confident
2012.jpg,0,0,11,0,5,23,confident
395.jpg,0,0,13,0,0,26,neutral
3948.jpg,0,0,17,0,0,27,angry
4073.jpg,0,0,8,0,0,15,happy
172.jpg,0,0,6,0,0,21,neutral
683.jpg,0,0,6,0,0,23,neutral
1871.jpg,0,0,10,0,0,24,happy
6608.jpg,0,0,12,0,7,32,happy
5934.jpg,0,0,9,0,0,20,happy
100.jpg,0,0,3,0,15,20,angry
204.jpg,0,0,17,0,0,25,surprised
1575.jpg,0,0,9,0,0,20,happy
2481.jpg,0,0,8,0,0,6,happy
6369.jpg,0,0,10,0,0,12,anxious
4231.jpg,0,0,9,0,6,17,happy
5964.jpg,0,0,8,0,0,27,happy
6828.jpg,0,0,1,0,2,12,happy
4576.jpg,0,0,5,0,0,29,happy
1643.jpg,0,0,0,0,5,10,angry
4155.jpg,0,0,6,0,6,14,happy
4788.jpg,0,0,8,0,0,13,happy
4327.jpg,0,0,14,0,6,19,neutral
363.jpg,0,0,15,0,6,23,neutral
2981.jpg,0,0,16,0,15,22,neutral
598.jpg,0,0,1,0,0,20,neutral
5803.jpg,5,0,11,25,2,14,neutral
373.jpg,0,0,6,0,0,26,happy
1054.jpg,0,0,6,0,0,14,neutral
3954.jpg,0,0,15,0,1,23,surprised
1597.jpg,0,0,4,0,0,8,sad
2890.jpg,0,0,10,0,2,23,happy
1886.jpg,0,0,8,0,0,23,happy
1154.jpg,0,0,14,0,0,19,angry
42.jpg,0,0,9,0,14,22,happy
2731.jpg,0,0,5,0,0,19,happy
3839.jpg,0,0,13,0,0,13,sad
3215.jpg,0,0,11,0,7,32,confident
4999.jpg,0,0,9,0,6,28,happy
4954.jpg,0,0,7,0,0,4,neutral
3657.jpg,0,0,14,0,0,18,neutral
6282.jpg,0,0,14,0,3,31,happy
1378.jpg,0,0,9,0,0,1,happy
3430.jpg,0,0,14,0,14,31,neutral
409.jpg,0,0,11,7,27,25,anxious
5842.jpg,0,0,13,0,1,26,happy
5058.jpg,0,0,9,0,23,29,anxious
5434.jpg,0,0,10,0,10,13,sad
5007.jpg,13,0,7,0,0,6,happy
321.jpg,0,0,7,0,0,21,neutral
3633.jpg,0,0,14,0,20,18,neutral
6812.jpg,0,0,12,0,14,30,happy
975.jpg,0,0,13,0,17,29,happy
4131.jpg,0,0,6,0,6,21,surprised
2715.jpg,0,0,0,0,0,5,happy
4940.jpg,0,0,11,0,3,18,happy
146.jpg,0,0,10,0,3,28,happy
1889.jpg,0,0,12,0,5,23,neutral
3879.jpg,0,0,9,0,0,26,happy
917.jpg,0,0,8,0,0,29,happy
994.jpg,0,0,9,25,26,20,angry
1375.jpg,0,0,13,0,2,27,happy
1680.jpg,0,0,11,0,0,39,surprised
3646.jpg,0,0,17,0,0,27,angry
641.jpg,5,0,10,0,17,13,happy
1246.jpg,0,0,9,0,0,21,surprised
561.jpg,0,0,11,0,9,30,happy
4156.jpg,0,0,4,0,0,31,angry
4045.jpg,0,0,8,7,4,24,happy
5148.jpg,0,0,10,0,0,13,happy
69.jpg,0,0,11,0,0,23,happy
2480.jpg,0,0,12,0,1,14,happy
904.jpg,0,0,11,0,12,26,happy
582.jpg,0,0,2,0,7,37,neutral
6104.jpg,0,0,0,0,0,14,neutral
2501.jpg,0,0,8,0,1,28,happy
3750.jpg,0,0,13,0,2,29,neutral
5762.jpg,0,0,11,0,5,20,happy
5221.jpg,0,0,4,0,5,26,happy
4144.jpg,0,0,18,0,5,23,neutral
6580.jpg,0,0,23,0,9,17,neutral
1961.jpg,0,0,10,0,2,23,happy
6270.jpg,0,0,9,0,7,14,neutral
5967.jpg,0,0,11,0,9,32,happy
1888.jpg,0,0,15,0,18,27,happy
410.jpg,0,0,17,0,7,39,neutral
1688.jpg,0,0,11,0,0,24,angry
2738.jpg,0,0,7,0,0,7,happy
6742.jpg,0,0,2,0,2,14,happy
1163.jpg,0,0,8,0,1,15,happy
4481.jpg,8,0,11,0,9,21,sad
3461.jpg,0,0,25,0,1,23,happy
1443.jpg,9,0,8,0,0,4,neutral
1428.jpg,0,0,5,0,4,59,anxious
3599.jpg,0,0,10,0,0,27,surprised
5347.jpg,0,0,5,7,12,26,angry
2964.jpg,0,0,0,0,0,5,happy
5272.jpg,0,0,16,0,0,13,angry
1669.jpg,2,0,11,0,0,7,neutral
3474.jpg,0,0,10,0,8,33,happy
1144.jpg,0,0,14,0,15,25,happy
2619.jpg,0,0,11,0,7,42,neutral
1724.jpg,0,0,7,0,23,22,happy
4884.jpg,0,0,17,0,2,24,surprised
63.jpg,0,0,1,0,0,15,neutral
4305.jpg,0,0,4,0,0,8,happy
1972.jpg,0,0,5,7,3,26,happy
3063.jpg,0,0,14,0,0,32,happy
6095.jpg,0,0,16,0,6,30,happy
1028.jpg,0,0,14,0,6,22,confident
5599.jpg,0,0,5,0,6,14,neutral
2387.jpg,0,0,12,0,0,18,happy
4922.jpg,0,0,19,0,4,20,confident
2030.jpg,0,0,9,0,12,35,angry
6164.jpg,0,0,8,0,2,22,confident
3917.jpg,0,0,7,0,9,18,happy
654.jpg,0,0,11,5,20,30,angry
1653.jpg,0,0,8,0,5,23,anxious
1508.jpg,0,0,5,0,0,0,confident
6614.jpg,0,0,10,0,0,16,confident
6091.jpg,0,0,9,0,2,28,neutral
5532.jpg,0,0,9,20,23,21,happy
296.jpg,0,0,5,0,10,20,happy
5766.jpg,0,0,8,0,6,23,angry
2163.jpg,0,0,8,4,6,13,neutral
5716.jpg,0,0,5,12,0,22,happy
2782.jpg,0,0,0,0,11,32,happy
4162.jpg,0,0,11,0,3,28,happy
6718.jpg,0,0,6,0,0,12,happy
2872.jpg,0,0,9,0,7,20,happy
1469.jpg,0,0,0,0,1,11,angry
5053.jpg,0,0,10,0,1,18,happy
3594.jpg,0,0,10,0,5,16,angry
1025.jpg,0,0,9,0,1,3,happy
2646.jpg,0,0,3,0,2,26,neutral
4279.jpg,0,0,2,0,10,24,happy
6266.jpg,0,0,14,0,0,24,confident
5323.jpg,0,0,11,0,7,27,angry
3553.jpg,0,0,10,0,3,16,happy
328.jpg,0,0,7,0,0,26,confident
4408.jpg,0,0,10,18,0,32,confident
6949.jpg,0,0,10,0,5,19,happy
3991.jpg,0,0,8,0,5,23,happy
2080.jpg,0,0,14,0,4,38,surprised
1231.jpg,0,0,7,0,7,20,confident
4175.jpg,0,0,4,0,3,14,neutral
6190.jpg,0,0,12,0,4,29,confident
2734.jpg,0,0,13,0,12,14,neutral
3245.jpg,0,0,8,0,8,20,happy
4975.jpg,0,0,9,0,14,12,happy
3680.jpg,0,0,8,0,0,4,happy
2379.jpg,0,0,10,8,0,18,happy
2215.jpg,0,0,14,0,0,23,surprised
5217.jpg,0,0,6,0,3,39,neutral
1585.jpg,0,0,10,0,11,29,happy
6870.jpg,0,0,9,0,0,0,happy
2933.jpg,0,0,12,0,24,25,happy
3431.jpg,0,0,4,0,0,0,neutral
13.jpg,0,0,9,0,0,21,happy
1310.jpg,0,0,12,0,9,25,happy
3194.jpg,0,0,5,0,0,22,anxious
165.jpg,0,0,12,0,5,12,sad
779.jpg,0,0,15,0,0,35,surprised
1804.jpg,0,0,5,0,18,15,neutral
3168.jpg,0,0,13,0,5,20,happy
5011.jpg,8,0,18,7,10,18,happy
5718.jpg,0,0,13,0,0,12,happy
2029.jpg,0,0,4,0,2,36,sad
2166.jpg,0,0,10,0,0,23,surprised
2946.jpg,0,0,5,0,0,21,happy
5377.jpg,0,0,0,0,0,12,neutral
3851.jpg,0,0,8,0,0,20,neutral
4598.jpg,0,0,2,0,3,15,happy
5395.jpg,0,0,9,0,5,8,angry
1569.jpg,0,0,9,0,0,12,surprised
6785.jpg,0,0,13,0,26,23,neutral
2494.jpg,0,0,14,0,3,25,happy
5740.jpg,0,0,10,0,3,15,neutral
5637.jpg,0,0,7,0,0,23,happy
5786.jpg,0,0,17,0,0,17,happy
2549.jpg,0,0,8,0,17,16,happy
1327.jpg,0,0,11,0,9,16,angry
5245.jpg,5,0,18,0,0,0,happy
4300.jpg,0,0,8,0,8,14,neutral
1538.jpg,0,0,3,0,0,15,surprised
6946.jpg,0,0,9,0,1,28,anxious
1984.jpg,0,0,11,0,9,25,neutral
3165.jpg,0,0,11,0,0,26,happy
1548.jpg,5,0,14,0,0,7,happy
6691.jpg,0,0,12,3,2,21,happy
2955.jpg,0,0,13,0,0,7,happy
5678.jpg,0,0,8,0,0,33,happy
1081.jpg,0,0,8,0,0,20,happy
716.jpg,0,0,6,0,0,17,happy
1173.jpg,7,0,13,24,0,17,happy
993.jpg,0,0,14,0,0,25,anxious
3849.jpg,0,0,2,0,0,13,neutral
3943.jpg,0,0,11,0,13,25,neutral
690.jpg,0,0,12,0,0,34,happy
4153.jpg,0,0,9,0,0,20,happy
458.jpg,0,0,18,0,11,18,neutral
826.jpg,0,0,13,0,0,27,neutral
2422.jpg,0,0,13,0,7,22,happy
1543.jpg,0,0,7,0,19,32,happy
5018.jpg,0,0,3,0,5,12,neutral
2465.jpg,0,0,10,0,9,24,anxious
3782.jpg,0,0,6,0,2,27,happy
2070.jpg,0,0,2,0,0,19,angry
3170.jpg,0,0,9,0,7,16,angry
5103.jpg,0,0,8,0,11,31,surprised
1864.jpg,0,0,11,0,0,19,neutral
4115.jpg,0,0,15,0,0,7,neutral
1214.jpg,4,0,8,0,0,4,anxious
5796.jpg,0,0,12,0,0,27,sad
6372.jpg,0,0,8,8,0,33,happy
2478.jpg,0,0,12,0,0,3,confident
5701.jpg,0,0,12,0,0,10,happy
5326.jpg,0,0,3,0,2,26,happy
1405.jpg,0,0,8,0,6,28,neutral
6721.jpg,0,0,3,0,0,9,happy
2923.jpg,0,0,8,0,0,27,angry
764.jpg,0,0,11,0,2,24,neutral
4460.jpg,0,0,10,0,0,25,happy
3516.jpg,0,0,7,0,8,17,happy
1284.jpg,0,0,9,0,9,27,surprised
4789.jpg,0,0,8,0,5,23,neutral
2184.jpg,0,0,11,0,1,10,neutral
1958.jpg,0,0,9,0,3,23,anxious
4571.jpg,3,0,12,0,0,0,happy
3777.jpg,0,0,4,0,8,30,neutral
417.jpg,0,0,10,0,13,31,angry
1615.jpg,0,0,5,0,0,5,happy
4535.jpg,0,0,2,0,7,20,happy
4883.jpg,0,0,0,0,0,3,happy
59.jpg,0,0,11,0,3,39,happy
6645.jpg,0,0,3,0,0,19,neutral
1621.jpg,0,0,13,0,4,20,happy
1155.jpg,0,0,21,0,0,27,happy
6795.jpg,0,0,8,0,0,24,happy
604.jpg,0,0,27,0,0,16,happy
1388.jpg,0,0,7,0,0,16,surprised
227.jpg,0,0,11,0,0,27,angry
5413.jpg,0,0,10,0,5,23,happy
4916.jpg,0,0,2,0,0,26,angry
3568.jpg,1,0,19,0,10,13,happy
5908.jpg,0,0,12,0,0,14,happy
4023.jpg,0,0,9,0,2,34,happy
2367.jpg,0,0,7,8,0,5,happy
48.jpg,19,0,23,39,4,28,happy
487.jpg,0,0,12,0,3,14,happy
1483.jpg,0,0,7,0,0,12,neutral
5303.jpg,0,0,12,0,9,24,happy
2557.jpg,0,0,0,0,0,8,happy
5706.jpg,0,0,6,0,3,17,neutral
4831.jpg,0,0,18,0,0,21,happy
5472.jpg,0,0,9,0,5,35,happy
3573.jpg,0,0,17,0,8,27,confident
1357.jpg,0,0,9,0,0,19,anxious
1952.jpg,0,0,7,0,6,5,happy
660.jpg,0,0,12,0,15,33,happy
5499.jpg,0,0,5,0,2,15,angry
4548.jpg,6,0,6,0,13,12,happy
4403.jpg,0,0,14,0,21,20,anxious
2026.jpg,0,0,12,0,1,25,sad
1292.jpg,0,0,12,0,0,8,confident
6133.jpg,0,0,14,0,3,28,happy
6248.jpg,0,0,2,0,3,20,happy
3578.jpg,0,0,10,0,1,13,happy
3520.jpg,0,0,9,0,0,31,neutral
4248.jpg,0,0,11,0,0,23,happy
5761.jpg,0,0,8,0,0,36,angry
4921.jpg,0,0,7,0,12,28,neutral
4732.jpg,0,0,15,0,34,29,happy
3113.jpg,0,0,5,0,0,16,angry
4799.jpg,0,0,10,0,0,13,happy
6885.jpg,0,0,9,0,0,34,happy
4710.jpg,0,0,5,0,3,21,happy
2926.jpg,0,0,1,0,0,12,happy
5455.jpg,0,0,13,0,0,5,angry
4440.jpg,0,0,2,0,0,13,happy
4537.jpg,0,0,1,0,0,16,neutral
4892.jpg,0,0,12,0,0,23,happy
3682.jpg,0,0,11,0,1,21,confident
3364.jpg,0,0,13,0,8,27,neutral
3960.jpg,0,0,13,0,7,31,happy
3563.jpg,0,0,2,0,0,0,happy
2243.jpg,0,0,8,0,6,15,happy
4234.jpg,0,0,10,0,2,15,happy
1176.jpg,0,0,13,0,0,11,happy
1514.jpg,0,0,14,0,9,25,happy
4639.jpg,0,0,17,0,0,5,confident
4109.jpg,0,0,8,0,6,14,happy
2021.jpg,0,0,14,6,0,23,happy
5219.jpg,0,0,19,0,0,36,happy
5947.jpg,0,0,12,0,0,27,neutral
3148.jpg,0,0,17,0,9,24,happy
6511.jpg,0,0,5,0,0,44,happy
5681.jpg,0,0,8,0,10,14,confident
3880.jpg,0,0,15,0,4,34,neutral
6088.jpg,0,0,13,0,0,18,happy
1165.jpg,0,0,20,0,11,33,confident
1801.jpg,0,0,17,0,0,23,neutral
5346.jpg,0,0,7,0,0,16,surprised
1381.jpg,0,0,9,0,0,27,sad
3557.jpg,0,0,9,0,0,39,angry
1570.jpg,15,0,8,0,0,7,happy
424.jpg,0,0,4,0,0,17,happy
1614.jpg,0,0,15,0,8,22,happy
1395.jpg,0,0,10,0,0,5,anxious
6594.jpg,0,0,1,0,2,12,angry
3415.jpg,0,0,12,0,4,19,happy
2380.jpg,10,0,13,0,0,4,confident
1332.jpg,0,0,6,0,0,11,happy
5725.jpg,0,0,20,0,19,23,happy
5349.jpg,14,0,17,0,0,2,happy
4421.jpg,0,0,2,0,4,26,happy
253.jpg,0,0,9,0,0,19,happy
2850.jpg,0,0,13,0,0,29,happy
3340.jpg,0,0,6,0,0,23,neutral
510.jpg,0,0,14,0,0,32,neutral
4013.jpg,0,0,17,0,0,9,happy
6321.jpg,0,0,15,0,1,20,happy
2535.jpg,0,0,22,0,10,24,happy
2490.jpg,0,0,13,0,14,27,happy
4553.jpg,0,0,20,0,7,13,neutral
6085.jpg,0,0,14,0,30,32,happy
2050.jpg,0,0,10,0,0,21,happy
5695.jpg,0,0,2,0,9,2,anxious
43.jpg,0,0,11,0,7,20,sad
3702.jpg,0,0,28,10,0,19,happy
3212.jpg,0,0,6,0,5,19,happy
3661.jpg,0,0,12,0,4,21,happy
6773.jpg,0,0,3,0,0,19,surprised
5935.jpg,0,0,5,0,2,20,happy
1371.jpg,0,0,12,0,2,33,angry
5295.jpg,0,0,9,0,0,17,neutral
5598.jpg,0,0,10,0,0,29,neutral
4082.jpg,0,0,7,0,9,27,happy
4334.jpg,0,0,10,0,0,20,neutral
4246.jpg,0,0,7,0,0,12,neutral
400.jpg,0,0,18,0,0,20,happy
3799.jpg,0,0,9,0,1,35,happy
5823.jpg,0,0,12,0,8,15,happy
6685.jpg,0,0,16,0,20,23,neutral
1430.jpg,0,0,6,0,0,18,happy
6800.jpg,0,0,15,0,3,18,happy
3766.jpg,0,0,12,0,0,32,neutral
6761.jpg,0,0,0,0,0,3,anxious
6730.jpg,0,0,12,0,12,20,happy
871.jpg,0,0,10,0,0,18,happy
864.jpg,0,0,11,0,11,20,happy
2820.jpg,0,0,9,0,0,1,neutral
5350.jpg,0,0,15,0,7,33,happy
3938.jpg,0,0,10,0,0,28,happy
5285.jpg,0,0,18,0,5,28,happy
6823.jpg,0,0,13,5,44,30,anxious
4412.jpg,0,0,7,0,10,20,happy
467.jpg,0,0,15,0,0,38,confident
5682.jpg,0,0,2,0,0,15,confident
903.jpg,0,0,11,0,10,32,anxious
533.jpg,0,0,4,0,1,9,anxious
2437.jpg,0,0,1,0,2,21,neutral
6899.jpg,0,0,10,0,0,16,neutral
1253.jpg,0,0,9,0,0,26,sad
5563.jpg,0,0,0,0,0,7,happy
5040.jpg,0,0,8,0,11,19,neutral
4278.jpg,0,0,13,0,0,24,happy
5122.jpg,0,0,14,0,11,20,neutral
1639.jpg,0,0,6,0,12,20,angry
1036.jpg,0,0,13,0,5,21,happy
1795.jpg,0,0,6,0,4,20,happy
5367.jpg,0,0,15,0,0,27,sad
461.jpg,0,0,9,0,2,16,happy
5228.jpg,0,0,12,0,0,21,happy
5603.jpg,0,0,1,0,0,18,happy
3454.jpg,0,0,16,0,13,29,angry
5273.jpg,0,0,6,22,7,30,sad
238.jpg,0,0,7,0,1,19,angry
6924.jpg,0,0,20,0,0,26,happy
5700.jpg,0,0,7,0,3,18,happy
4671.jpg,0,0,11,0,0,22,happy
2963.jpg,0,0,5,0,3,22,confident
2991.jpg,0,0,5,0,3,29,neutral
2521.jpg,1,0,9,0,0,13,neutral
4507.jpg,0,0,12,0,1,18,neutral
3795.jpg,0,0,10,0,11,22,neutral
6219.jpg,0,0,11,0,0,28,happy
3166.jpg,0,0,17,0,9,32,confident
3378.jpg,0,0,10,0,8,24,confident
2344.jpg,0,0,13,0,7,19,angry
4301.jpg,0,0,12,0,0,16,happy
958.jpg,0,0,18,0,6,30,happy
4093.jpg,0,0,11,0,0,26,neutral
5724.jpg,0,0,15,0,0,27,happy
6631.jpg,0,0,7,0,30,32,happy
2739.jpg,0,0,6,0,5,37,confident
6716.jpg,0,0,12,0,23,29,happy
6446.jpg,0,0,5,0,5,18,happy
4925.jpg,0,0,2,0,0,14,neutral
3354.jpg,0,0,14,0,0,23,neutral
371.jpg,0,0,10,0,10,23,happy
2565.jpg,0,0,14,0,7,22,happy
3217.jpg,0,0,9,0,7,16,happy
6912.jpg,0,0,11,0,13,27,happy
411.jpg,0,0,13,0,0,34,neutral
1678.jpg,0,0,7,0,0,4,happy
787.jpg,0,0,10,0,4,17,sad
2989.jpg,0,0,9,0,0,28,happy
309.jpg,0,0,9,0,4,25,neutral
5679.jpg,0,0,0,0,0,6,happy
2279.jpg,0,0,16,0,5,24,happy
2751.jpg,0,0,8,0,10,24,happy
1689.jpg,0,0,4,0,5,13,neutral
6153.jpg,0,0,8,0,8,33,happy
26.jpg,0,0,15,0,0,22,confident
1067.jpg,0,0,12,0,0,21,anxious
6667.jpg,0,0,8,0,4,19,neutral
5519.jpg,0,0,9,0,0,18,happy
3121.jpg,0,0,9,0,28,26,neutral
4247.jpg,0,0,8,0,3,28,happy
3290.jpg,0,0,9,0,7,20,happy
1835.jpg,0,0,15,0,0,32,happy
5417.jpg,0,0,5,0,4,13,neutral
6644.jpg,0,0,9,0,6,26,happy
2584.jpg,0,0,10,0,2,17,happy
5674.jpg,0,0,11,0,10,22,happy
1035.jpg,0,0,3,0,4,5,neutral
6204.jpg,0,0,4,0,11,23,happy
5471.jpg,0,0,13,14,3,15,neutral
3043.jpg,0,0,14,0,20,23,confident
156.jpg,0,0,11,0,14,26,angry
4172.jpg,0,0,13,0,10,15,happy
2716.jpg,0,0,4,0,0,18,happy
1736.jpg,0,0,13,0,7,31,angry
1085.jpg,0,0,5,0,0,32,neutral
5692.jpg,0,0,13,0,0,9,confident
4600.jpg,0,0,7,0,11,19,happy
4698.jpg,0,0,12,0,11,36,happy
4339.jpg,0,0,7,0,0,18,neutral
3213.jpg,0,0,10,0,3,24,confident
2089.jpg,0,0,9,0,25,20,happy
5337.jpg,0,0,8,19,4,17,confident
536.jpg,0,0,14,0,0,14,neutral
485.jpg,0,0,14,0,12,13,surprised
2106.jpg,0,0,18,0,17,16,happy
6437.jpg,0,0,24,0,0,21,sad
2377.jpg,0,0,0,0,0,6,neutral
3062.jpg,0,0,13,0,16,21,neutral
5454.jpg,0,0,8,0,4,15,happy
6305.jpg,0,0,13,0,0,11,surprised
6535.jpg,0,0,11,0,6,40,sad
5016.jpg,0,0,22,0,0,13,neutral
23.jpg,0,0,3,0,3,15,happy
4033.jpg,9,0,6,11,0,12,angry
2313.jpg,0,0,13,0,5,19,neutral
2895.jpg,0,0,10,0,9,25,angry
848.jpg,0,0,13,0,2,29,confident
593.jpg,0,0,8,0,5,14,neutral
4693.jpg,0,0,6,0,11,23,happy
6660.jpg,0,0,16,0,2,19,happy
6595.jpg,0,0,12,0,0,37,neutral
2966.jpg,0,0,15,0,5,15,sad
5587.jpg,0,0,7,2,0,35,happy
126.jpg,0,0,9,0,14,11,neutral
2859.jpg,0,0,6,0,0,19,neutral
350.jpg,3,0,9,0,0,16,happy
3059.jpg,0,0,8,0,0,30,neutral
3205.jpg,0,0,2,0,23,24,happy
4849.jpg,0,0,0,0,0,10,confident
6121.jpg,0,0,10,0,0,24,neutral
6991.jpg,0,0,8,0,4,20,angry
5827.jpg,0,0,13,0,7,33,confident
3400.jpg,0,0,12,0,11,23,surprised
2877.jpg,0,0,9,0,2,20,neutral
2118.jpg,0,0,13,0,4,28,happy
4830.jpg,0,0,17,0,0,3,happy
923.jpg,0,0,15,0,0,25,happy
111.jpg,0,0,12,0,0,33,surprised
5271.jpg,0,0,17,0,2,34,happy
4692.jpg,0,0,8,0,5,22,neutral
5489.jpg,0,0,10,0,0,25,angry
6060.jpg,0,0,9,0,0,6,happy
3519.jpg,0,0,11,0,0,1,happy
752.jpg,0,0,3,0,11,19,neutral
2261.jpg,0,0,10,0,15,32,happy
2146.jpg,0,0,6,0,8,21,happy
3889.jpg,0,0,8,0,0,13,neutral
96.jpg,13,0,7,25,5,25,happy
524.jpg,0,0,15,0,2,18,angry
4974.jpg,0,0,15,0,1,21,angry
6931.jpg,0,0,20,0,13,43,happy
5262.jpg,0,0,11,0,0,8,happy
6352.jpg,0,0,4,0,4,13,anxious
6980.jpg,0,0,6,0,4,35,confident
1602.jpg,0,0,15,0,0,29,happy
1654.jpg,0,0,19,0,8,33,anxious
5661.jpg,0,0,5,0,0,25,happy
6786.jpg,0,0,13,0,0,27,neutral
6567.jpg,0,0,5,0,1,27,surprised
136.jpg,0,0,8,0,7,23,happy
4349.jpg,0,0,7,0,3,21,happy
3074.jpg,0,0,8,0,0,26,happy
6632.jpg,0,0,8,0,0,19,neutral
6772.jpg,0,0,0,0,0,14,happy
5955.jpg,0,0,4,0,0,34,sad
6416.jpg,0,0,9,0,3,23,neutral
1451.jpg,0,0,11,0,0,13,sad
2359.jpg,0,0,15,0,13,17,happy
4373.jpg,0,0,10,0,0,27,happy
4515.jpg,0,0,17,0,21,33,happy
6066.jpg,9,0,1,0,0,8,neutral
6439.jpg,0,0,4,0,19,19,neutral
899.jpg,0,0,5,0,1,10,anxious
5828.jpg,0,0,11,0,14,28,happy
2603.jpg,0,0,21,0,2,26,angry
5490.jpg,0,0,12,0,0,25,confident
3739.jpg,0,0,0,0,2,27,happy
4806.jpg,0,0,8,0,33,31,neutral
3235.jpg,0,0,6,0,9,24,surprised
2200.jpg,0,0,14,0,3,21,happy
4343.jpg,0,0,7,0,7,22,happy
4579.jpg,0,0,21,0,9,27,confident
3681.jpg,0,0,16,0,7,25,happy
2973.jpg,0,0,29,0,8,32,happy
6326.jpg,0,0,11,0,0,24,neutral
5436.jpg,0,0,6,0,0,28,happy
791.jpg,0,0,4,0,9,14,happy
560.jpg,0,0,17,0,0,23,happy
3276.jpg,0,0,14,0,0,18,happy
5529.jpg,0,0,13,0,0,20,neutral
5726.jpg,0,0,15,0,18,20,happy
5013.jpg,0,0,11,0,4,21,happy
4531.jpg,0,0,14,0,1,27,angry
5253.jpg,0,0,12,0,0,22,happy
5903.jpg,0,0,0,0,0,8,neutral
4458.jpg,0,0,8,0,4,16,happy
5799.jpg,0,0,14,15,0,31,happy
2819.jpg,0,0,2,0,1,15,happy
563.jpg,0,0,11,0,0,15,neutral
2956.jpg,0,0,3,0,4,22,happy
5907.jpg,0,0,7,0,0,9,neutral
5991.jpg,0,0,11,0,0,19,surprised
5059.jpg,0,0,5,0,0,23,happy
6674.jpg,0,0,6,0,3,23,surprised
2460.jpg,0,0,6,0,4,36,happy
5246.jpg,0,0,17,0,11,36,anxious
4012.jpg,0,0,8,0,0,3,happy
5112.jpg,0,0,8,9,5,26,happy
4805.jpg,0,0,19,0,0,8,angry
5822.jpg,0,0,5,0,0,14,happy
6955.jpg,0,0,7,0,0,17,happy
2823.jpg,0,0,14,0,5,17,neutral
6069.jpg,0,0,6,0,10,16,happy
1135.jpg,0,0,20,0,2,29,neutral
4467.jpg,0,0,5,0,0,20,happy
2530.jpg,0,0,12,0,3,41,happy
5730.jpg,0,0,11,0,0,19,happy
164.jpg,0,0,18,0,0,11,neutral
2308.jpg,0,0,11,0,0,38,neutral
97.jpg,0,0,12,0,0,28,happy
3223.jpg,0,0,5,0,15,25,happy
5190.jpg,0,0,16,0,8,30,happy
6311.jpg,0,0,17,0,9,30,happy
4895.jpg,0,0,9,0,4,10,happy
193.jpg,0,0,11,0,10,19,happy
1638.jpg,0,0,0,0,0,9,neutral
4874.jpg,0,0,4,0,7,22,surprised
809.jpg,0,0,2,0,4,14,angry
1745.jpg,0,0,12,0,2,20,confident
6607.jpg,0,0,7,0,2,16,happy
6163.jpg,0,0,12,0,6,21,confident
6925.jpg,0,0,4,0,4,19,neutral
596.jpg,0,0,8,9,0,5,anxious
3564.jpg,0,0,15,0,0,23,neutral
5604.jpg,0,0,9,0,4,22,neutral
281.jpg,0,0,14,0,2,19,anxious
6217.jpg,8,0,14,0,0,9,neutral
6844.jpg,0,0,12,0,0,16,angry
2982.jpg,0,0,7,0,0,22,anxious
